,省份,城市,注册资本,公司名称,公司简称,邮箱列表,电话列表,标签
417,河北省,保定市,300万人民币,<em>河北</em>蜕变<em>教育咨询</em>有限公司,蜕变教育,gx_ttyy1314@163.com,"['18233420609', '15830247454']",河北省定州市教育咨询
431,河北省,保定市,100万人民币,保定安臻<em>教育咨询</em>有限公司,安臻教育,18331205705@163.com,['15830911079'],河北省清苑区教育咨询
435,河北省,保定市,10万人民币,保定市艾学<em>教育咨询</em>有限公司,艾学教育,nonsense1874@126.com,['13333226866'],河北省清苑区教育咨询
439,河北省,保定市,300万人民币,<em>河北</em>汇智聚合<em>教育</em>科技有限公司,汇智聚合,306799113@qq.com,['18231206749'],河北省清苑区教育咨询
451,河北省,保定市,100万人民币,乐学优选在线<em>教育</em>科技（<em>高阳县</em>）有限公司,乐学优选,gaole4051@dingtalk.com,[],河北省高阳县教育咨询
452,河北省,保定市,300万人民币,<em>河北</em>向导<em>教育</em>科技有限公司,向导教育,18903225789@163.com,['18903225789'],河北省高阳县教育咨询
453,河北省,保定市,100万人民币,<em>曲阳</em>航导<em>教育咨询</em>有限公司,航导教育,839912886@qq.com,['13473233488'],河北省曲阳县教育咨询
454,河北省,保定市,2万人民币,<em>曲阳县</em>名扬<em>教育咨询</em>有限公司,名扬教育,249011652@qq.com,['18103127729'],河北省曲阳县教育咨询
455,河北省,保定市,50万人民币,<em>曲阳县</em>覆盛<em>教育咨询</em>有限公司,覆盛教育,15716929127@163.com,"['15716929127', '0312-85042170', '0312-85041270']",河北省曲阳县教育咨询
456,河北省,保定市,2万人民币,<em>曲阳</em>格学<em>教育</em>信息<em>咨询</em>有限公司,格学教育,605411530@qq.com,['15027808059'],河北省曲阳县教育咨询
460,河北省,保定市,10万人民币,<em>曲阳</em>恒甄<em>教育咨询</em>有限公司,恒甄教育,512083244@qq.com,['15203227152'],河北省曲阳县教育咨询
462,河北省,保定市,10万人民币,未来<em>教育咨询</em>服务（<em>曲阳</em>）有限公司,未来教育,1203542021@qq.com,['15903223922'],河北省曲阳县教育咨询
463,河北省,保定市,10万人民币,<em>唐县</em>中讯<em>教育咨询</em>服务有限公司,中讯教育,txzxjy163@163.com,['16603235238'],河北省唐县教育咨询
472,河北省,保定市,20万人民币,乐学智享（保定）<em>教育</em>科技<em>咨询</em>有限公司,乐学智享,wdjcs@163.com,['17713219701'],河北省望都县教育咨询
473,河北省,保定市,2万人民币,<em>望都县</em>阿里英科<em>教育</em>软件科技有限公司,阿里英科,hbwdlyp@126.com,['15612252519'],河北省望都县教育咨询
474,河北省,保定市,5万人民币,<em>望都县</em>新途径<em>教育咨询</em>有限公司,新途径,794422177@qq.com,['13703121836'],河北省望都县教育咨询
477,河北省,保定市,500万人民币,尧山<em>教育</em>科技（<em>望都</em>）有限公司,教育科技,zh763128@163.com,['17625274567'],河北省望都县教育咨询
479,河北省,保定市,300万人民币,慧源（<em>河北</em>）<em>教育</em>科技有限公司,慧源教育,1066921423@qq.com,['18231203628'],河北省望都县教育咨询
483,河北省,保定市,50万人民币,<em>望都县</em>梧桐树<em>教育</em>软件开发有限公司,梧桐树,1289989712@qq.com,[],河北省望都县教育咨询
492,河北省,保定市,30万人民币,<em>顺平县</em>快提<em>教育</em>培训学校有限公司,快提教育,13780323698@qq.com,['13780323698'],河北省顺平县教育咨询
493,河北省,保定市,30万人民币,保定滋兰<em>教育</em>培训学校有限公司,滋兰教育,769352414@qq.com,"['15369250339', '13582391587']",河北省顺平县教育咨询
495,河北省,保定市,100万人民币,<em>顺平县</em>迅捷<em>咨询</em>服务有限责任公司,迅捷,3503073232@qq.com,['13730045640'],河北省顺平县教育咨询
499,河北省,石家庄市,50万人民币,<em>晋州市</em>柯泽<em>教育咨询</em>有限公司,柯泽教育,123456@163.com,"['18533262556', '18633075335']",河北省晋州市教育咨询
501,河北省,石家庄市,50万人民币,石家庄未航<em>教育咨询</em>有限公司,未航教育,784650538@qq.com,['15081128753'],河北省晋州市教育咨询
503,河北省,石家庄市,50万人民币,<em>晋州市</em>带义一<em>教育</em>科技有限公司,带义一,646224745@qq.com,['13246575522'],河北省晋州市教育咨询
505,河北省,石家庄市,50万人民币,<em>晋州市</em>万花筒幼儿<em>教育</em>服务中心,万花筒,1849355605@qq.com,['13582123638'],河北省晋州市教育咨询
505,河北省,石家庄市,50万人民币,<em>晋州市</em>万花筒幼儿<em>教育</em>服务中心,万花筒,zpq82428@sohu.com,['13582123638'],河北省晋州市教育咨询
507,河北省,石家庄市,10万人民币,<em>晋州市</em>青蒙<em>教育</em>科技有限公司,青蒙教育,1105966750@qq.com,['15027725016'],河北省晋州市教育咨询
509,河北省,石家庄市,200万人民币,石家庄隽湛<em>教育咨询</em>有限公司,隽湛教育,18501414122@163.com,"['13130538699', '17367819278', '18501414122', '18501414123']",河北省藁城区教育咨询
509,河北省,石家庄市,200万人民币,石家庄隽湛<em>教育咨询</em>有限公司,隽湛教育,18501414123@169.com,"['13130538699', '17367819278', '18501414122', '18501414123']",河北省藁城区教育咨询
514,河北省,石家庄市,300万人民币,<em>河北</em>典蓬<em>教育</em>科技有限公司,典蓬教育,1441961272@qq.com,"['18230015332', '15600100089']",河北省藁城区教育咨询
541,河北省,石家庄市,50万人民币,石家庄宏大<em>教育咨询</em>服务有限公司,宏大教育,297067746@qq.com,['13028689664'],河北省平山县教育咨询
545,河北省,石家庄市,20万人民币,石家庄岁月里<em>教育咨询</em>服务有限公司,岁月里,469492771@qq.com,['0311-66175590'],河北省平山县教育咨询
546,河北省,石家庄市,12000万人民币,<em>河北</em>更航<em>教育</em>科技有限公司,更航教育,315077535@qq.com,['18031180777'],河北省平山县教育咨询
551,河北省,石家庄市,300万人民币,<em>河北</em>益展商贸有限公司,益展商贸,1441961272@qq.com,"['18712967901', '15600100089']",河北省栾城区教育咨询
553,河北省,石家庄市,500万人民币,<em>河北</em>华泉食品有限公司,华泉食品,hbhuaquan@163.com,"['18032666719', '0311-85459666', '0311-85452706']",河北省栾城区教育咨询
554,河北省,石家庄市,300万人民币,<em>河北</em>宽拓<em>教育</em>科技有限公司,宽拓教育,382602646@qq.com,"['15333112211', '17732145103']",河北省栾城区教育咨询
558,河北省,石家庄市,1000万人民币,<em>河北</em>新栾<em>教育</em>科技有限公司,新栾教育,hbxljykj1101@163.com,"['13780415566', '15383715245', '18511835333']",河北省栾城区教育咨询
561,河北省,石家庄市,300万人民币,<em>河北</em>正名<em>教育</em>科技有限公司,正名教育,84572362@163.com,['15511861000'],河北省栾城区教育咨询
568,河北省,石家庄市,300万人民币,<em>河北</em>宸佑企业管理服务有限公司,宸佑企业,qq12345@163.com,['15932217219'],河北省元氏县教育咨询
569,河北省,石家庄市,1000万人民币,和平国际<em>教育</em>集团（<em>河北</em>）有限公司,国际教育,187248192@qq.com,['13731462039'],河北省元氏县教育咨询
570,河北省,石家庄市,500万人民币,<em>河北</em>军尚<em>教育</em>科技有限公司,军尚教育,2462032649@qq.com,"['18332238079', '15233158234', '13780318075']",河北省元氏县教育咨询
573,河北省,石家庄市,2100万人民币,<em>河北</em>天普汇泽科技园孵化器有限公司,天普汇泽,1099400347@qq.com,"['13362932921', '0311-87886888', '0311-83886225', '13933166590']",河北省元氏县教育咨询
573,河北省,石家庄市,2100万人民币,<em>河北</em>天普汇泽科技园孵化器有限公司,天普汇泽,625695540@qq.com,"['13362932921', '0311-87886888', '0311-83886225', '13933166590']",河北省元氏县教育咨询
573,河北省,石家庄市,2100万人民币,<em>河北</em>天普汇泽科技园孵化器有限公司,天普汇泽,120097456@qq.com,"['13362932921', '0311-87886888', '0311-83886225', '13933166590']",河北省元氏县教育咨询
574,河北省,石家庄市,50万人民币,<em>元氏县</em>元兮企业管理<em>咨询</em>中心,元兮企业,31304153@qq.com,"['15833990304', '17121926666']",河北省元氏县教育咨询
575,河北省,石家庄市,10万人民币,<em>元氏县</em>烨晨<em>教育</em>科技有限公司,烨晨教育,651513976@qq.com,"['18034575366', '15373930788']",河北省元氏县教育咨询
576,河北省,石家庄市,20万人民币,<em>元氏县</em>约读<em>教育</em>科技中心,约读教育,498815799@qq.com,"['18733120675', '0311-86530618', '18630190538']",河北省元氏县教育咨询
583,河北省,石家庄市,300万人民币,<em>河北</em>知壹<em>教育咨询</em>有限公司,知壹教育,hf@kuaiji.com,"['17897438203', '17633202925']",河北省鹿泉区教育咨询
584,河北省,石家庄市,300万人民币,<em>河北</em>友业<em>教育</em>科技<em>咨询</em>有限公司,友业教育,576354734@qq.com,['15350563901'],河北省鹿泉区教育咨询
586,河北省,石家庄市,300万人民币,<em>河北</em>品学<em>教育咨询</em>有限公司,品学教育,2284168355@qq.com,"['17798132025', '15690305026', '13784729599']",河北省鹿泉区教育咨询
590,河北省,石家庄市,5000万人民币,<em>河北</em>廿一世纪<em>教育</em>科技有限公司,廿一世纪,jiaoyujituanhr@163.com,"['0311-67306369', '0311-66096100', '0311-83930069', '0311-83930337', '0311-83930966', '13513370716']",河北省鹿泉区教育咨询
594,河北省,石家庄市,8000万人民币,<em>河北</em>源达信息技术股份有限公司,源达,xz@yd.com.cn,"['0311-80915788', '0311-87100519', '0311-87188449']",河北省赞皇县教育咨询
594,河北省,石家庄市,8000万人民币,<em>河北</em>源达信息技术股份有限公司,源达,hbydtg0102@sohu.com,"['0311-80915788', '0311-87100519', '0311-87188449']",河北省赞皇县教育咨询
598,河北省,石家庄市,5万人民币,<em>赞皇县</em>润德财务<em>咨询</em>有限公司,润德,18032770838@163.com,['18032770838'],河北省赞皇县教育咨询
599,河北省,石家庄市,50万人民币,<em>赞皇县</em>联源企业管理<em>咨询</em>有限公司,联源企业,409755792@qq.com,"['13730103111', '13730130111']",河北省赞皇县教育咨询
605,河北省,石家庄市,有限责任公司分公司(自然人独资),<em>河北</em>乔子<em>教育</em>科技有限公司<em>赞皇</em>分公司,乔子教育,164613836@qq.com,['15511415552'],河北省赞皇县教育咨询
610,河北省,石家庄市,300万人民币,<em>河北</em>志瀚<em>教育咨询</em>有限公司,志瀚教育,781916813@qq.com,"['17333975561', '15132155630']",河北省长安区教育咨询
612,河北省,石家庄市,300万人民币,<em>河北</em>马丁<em>教育咨询</em>有限公司,马丁教育,18631153706@139.com,['18631153706'],河北省长安区教育咨询
612,河北省,石家庄市,300万人民币,<em>河北</em>马丁<em>教育咨询</em>有限公司,马丁教育,806852073@qq.com,['18631153706'],河北省长安区教育咨询
613,河北省,石家庄市,300万人民币,<em>河北</em>立思辰<em>教育咨询</em>有限公司,立思辰,349621571@qq.com,['0311-68056111'],河北省长安区教育咨询
615,河北省,石家庄市,500万人民币,<em>河北</em>旗霖<em>教育咨询</em>有限公司,霖教育,632411310@qq.com,"['13673139166', '15373858562', '15373856562']",河北省长安区教育咨询
616,河北省,石家庄市,300万人民币,<em>河北</em>思汇<em>教育咨询</em>有限公司,思汇教育,1823341890@qq.com,['15100111185'],河北省长安区教育咨询
616,河北省,石家庄市,300万人民币,<em>河北</em>思汇<em>教育咨询</em>有限公司,思汇教育,806852073@qq.com,['15100111185'],河北省长安区教育咨询
619,河北省,石家庄市,300万人民币,<em>河北</em>思齐<em>教育咨询</em>有限公司,思齐教育,123@qq.com,['19903116776'],河北省长安区教育咨询
619,河北省,石家庄市,300万人民币,<em>河北</em>思齐<em>教育咨询</em>有限公司,思齐教育,125@qq.com,['19903116776'],河北省长安区教育咨询
619,河北省,石家庄市,300万人民币,<em>河北</em>思齐<em>教育咨询</em>有限公司,思齐教育,105124612@qq.com,['19903116776'],河北省长安区教育咨询
620,河北省,石家庄市,300万人民币,<em>河北</em>多达<em>教育咨询</em>有限公司,多达教育,13000000000@qq.com,['15303210086'],河北省长安区教育咨询
620,河北省,石家庄市,300万人民币,<em>河北</em>多达<em>教育咨询</em>有限公司,多达教育,15303210086@qq.com,['15303210086'],河北省长安区教育咨询
623,河北省,邢台市,3万人民币,博慧（邢台）<em>教育咨询</em>有限公司,博慧教育,251314240@qq.com,['15127951801'],河北省桥西区教育咨询
623,河北省,邢台市,3万人民币,博慧（邢台）<em>教育咨询</em>有限公司,博慧教育,1046445685@qq.com,['15127951801'],河北省桥西区教育咨询
623,河北省,邢台市,3万人民币,博慧（邢台）<em>教育咨询</em>有限公司,博慧教育,kuailerensheng1314@126.com,['15127951801'],河北省桥西区教育咨询
626,河北省,石家庄市,300万人民币,<em>河北</em>感铭<em>教育咨询</em>服务有限公司,感铭教育,admin@hbcch.cn,"['17732103795', '13126146021']",河北省桥西区教育咨询
